t,queue_north,queue_south,queue_east,queue_west,queue_total,waiting_total,running_veh,phase
387,6,5,1,0,12,38.0,66,0
388,5,3,1,1,10,33.0,67,0
389,4,4,1,1,10,30.0,67,0
390,4,3,1,1,9,27.0,65,0
391,4,2,1,1,8,25.0,67,0
392,5,3,1,1,10,32.0,68,0
393,4,4,1,1,10,36.0,67,0
394,2,4,1,1,8,29.0,67,0
395,0,4,1,1,6,27.0,65,0
396,0,3,1,1,5,29.0,66,0
397,0,4,1,1,6,35.0,65,0
398,1,5,1,1,8,43.0,64,0
399,3,6,0,0,9,29.0,63,0
400,3,7,0,0,10,39.0,64,0
401,5,8,0,0,13,52.0,63,0
402,6,9,0,0,15,67.0,64,0
403,8,10,0,0,18,85.0,63,0
404,10,12,0,0,22,107.0,63,0
405,10,12,0,0,22,129.0,63,0
406,12,13,0,0,25,154.0,62,0
407,14,15,0,0,29,183.0,64,0
408,14,16,0,0,30,212.0,63,0
409,13,15,0,0,28,194.0,63,0
410,12,14,0,0,26,177.0,67,0
411,11,14,0,0,25,161.0,67,0
412,10,13,0,0,23,146.0,68,0
413,10,12,0,0,22,131.0,68,0
414,10,12,0,0,22,116.0,69,0
415,8,11,0,0,19,99.0,65,0
416,9,11,0,0,20,98.0,64,0
417,9,10,0,0,19,93.0,64,0
418,10,8,0,0,18,84.0,64,0
419,9,9,0,0,18,90.0,65,0
420,8,7,0,0,15,76.0,65,0
421,8,6,0,0,14,68.0,65,0
422,7,6,0,0,13,60.0,64,0
423,6,3,0,0,9,50.0,62,0
424,7,5,0,0,12,57.0,62,0
425,6,4,0,0,10,51.0,61,0
426,7,5,0,0,12,63.0,61,0
427,8,6,0,0,14,65.0,61,0
428,10,6,0,0,16,69.0,61,0
429,10,7,0,0,17,86.0,62,0
430,12,8,0,0,20,106.0,63,0
431,13,9,0,0,22,128.0,63,0
432,14,11,0,0,25,153.0,63,0
433,17,11,0,0,28,181.0,63,0
434,17,9,0,0,26,162.0,61,0
435,17,10,0,0,27,148.0,68,0
436,14,10,0,0,24,131.0,68,0
437,13,8,0,0,21,115.0,67,0
438,12,8,0,0,20,101.0,68,0
439,11,7,0,0,18,90.0,67,0
440,11,5,0,0,16,76.0,68,0
441,11,6,0,0,17,81.0,68,0
442,9,6,0,1,16,68.0,68,0
443,8,7,1,1,17,66.0,68,0
444,8,7,1,1,17,63.0,68,0
445,7,7,1,1,16,56.0,68,0
446,6,7,1,1,15,49.0,68,0
447,4,6,1,1,12,41.0,72,0
448,2,7,2,1,12,37.0,72,0
449,2,5,3,3,13,45.0,70,0
450,0,4,3,3,10,44.0,70,0
451,0,5,3,3,11,55.0,69,0
452,0,6,3,3,12,67.0,70,0
453,0,6,3,3,12,79.0,68,0
454,1,6,1,1,9,44.0,68,0
455,3,6,0,0,9,32.0,67,0
456,4,7,0,0,11,33.0,67,0
457,6,8,0,0,14,39.0,68,0
458,5,9,0,0,14,45.0,67,0
459,7,9,0,0,16,54.0,67,0
460,8,10,0,0,18,66.0,66,0
461,10,13,0,1,24,90.0,66,0
462,11,13,0,1,25,108.0,67,0
463,11,14,0,1,26,127.0,67,0
464,11,14,0,1,26,114.0,68,0
465,11,13,0,1,25,101.0,69,0
466,8,11,1,1,21,86.0,69,0
467,8,10,1,2,21,78.0,69,0
468,8,9,1,2,20,75.0,72,0
469,8,8,1,2,19,66.0,71,0
470,7,7,1,2,17,59.0,73,0
471,9,6,1,2,18,65.0,72,0
472,8,5,1,2,16,63.0,71,0
473,9,5,1,2,17,68.0,71,0
474,8,5,1,2,16,69.0,70,0
475,9,3,1,2,15,68.0,70,0
476,6,3,1,2,12,63.0,70,0
477,6,4,1,2,13,64.0,69,0
478,5,2,1,2,10,63.0,67,0
479,7,4,0,1,12,48.0,67,0
480,6,3,0,2,11,44.0,66,0
481,6,4,0,1,11,47.0,66,0
482,7,6,0,2,15,57.0,67,0
483,7,9,0,1,17,47.0,66,0
484,7,8,0,0,15,59.0,68,0
485,8,9,0,0,17,71.0,66,0
486,8,10,0,0,18,84.0,68,0
487,10,11,0,1,22,101.0,66,0
488,10,12,0,1,23,119.0,67,0
489,10,12,0,1,23,106.0,65,0
490,9,11,0,1,21,93.0,66,0
491,8,12,0,1,21,86.0,66,0
492,6,10,0,1,17,73.0,66,0
493,5,11,0,1,17,65.0,67,0
494,4,9,0,1,14,54.0,67,0
495,6,9,0,1,16,51.0,67,0
496,5,9,1,1,16,51.0,69,0
497,6,7,1,1,15,55.0,67,0
498,6,8,1,1,16,56.0,67,0
499,7,7,1,2,17,60.0,65,0
500,7,7,1,2,17,69.0,65,0
